case,direction,weather,reference_plan,variant_plan,reference_experiment_id,variant_experiment_id,samples_per_point,budget_A,budget_B,A_initial_soldier,A_initial_spearman,A_initial_archer,A_initial_knight,B_initial_soldier,B_initial_spearman,B_initial_archer,B_initial_knight,reference_A_wins,variant_A_wins,reference_A_win_rate,variant_A_win_rate,delta_A_win_rate,reference_mean_rounds,variant_mean_rounds,delta_mean_rounds,reference_A_raw_dead,variant_A_raw_dead,reference_B_raw_dead,variant_B_raw_dead,reference_A_budget_lost,variant_A_budget_lost,reference_B_budget_lost,variant_B_budget_lost,reference_request_sha256,variant_request_sha256
mono-b360000-soldier-soldier,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,a4f195db3fb8455cdeb742bf,49e80a24e7ec64ab29109e97,2000,360000,360000,36000,0,0,0,36000,0,0,0,975,975,0.4875,0.4875,0,20,20,0,4787.778,4787.778,4786.2715,4786.2715,0.039369263888889,0.039369263888889,0.03957375,0.03957375,587a0b6c8fbf92e9e393e63a374c6bdc95fc594470b7c8ee42ee3df5c4a6b8ef,9d9e58dd8619532381f58b9e7d59b058848b8286eee0d27fa92ee3739cb59277
mono-b360000-soldier-soldier,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,a4f195db3fb8455cdeb742bf,49e80a24e7ec64ab29109e97,2000,360000,360000,36000,0,0,0,36000,0,0,0,987,987,0.4935,0.4935,0,20,20,0,4787.778,4787.778,4786.2715,4786.2715,0.039423944444444,0.039423944444444,0.039519944444444,0.039519944444444,cab79020193af6f55744135f0197a1630e3c2215411e9bdd269a836e052ec646,9d027b291dd4c5651eb038efd68cb9262313c9463fffe489cbf3a677e0065abc
mono-b120000-spearman-archer,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,fc99451412d760a76f235ab5,49edfee6839c716198d9d7c6,2000,119980,119980,0,1714,0,0,0,0,1714,0,0,0,0,0,0,7,7,0,1117.74,1117.74,790.8055,790.8055,0.050101516919487,0.050101516919487,0.049973745624271,0.049973745624271,54b8eb5652e7a14e2d23dbf5a122ee8f8758e3e126c18b1c2077bfe200269275,3850d22b7518c57b46ce3c8515110ba251ac82577f7d9ccffc8d227fc41bdbaa
mono-b120000-spearman-archer,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,fc99451412d760a76f235ab5,49edfee6839c716198d9d7c6,2000,119980,119980,0,1714,0,0,0,0,1714,0,2000,2000,1,1,0,4,4,0,0,0,936.737,936.737,0.05003821470245,0.05003821470245,0.049391773628938,0.049391773628938,078641e562821c4012d1a24d08878af3f97f45aea622350727a2eb5edcbd524c,08221172068bc1d0b26c2ac3888d3b5d5091de32b692a18cdab102f432bb8bc5
mono-b360000-spearman-spearman,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,634650feba46fde2e05f79ec,4ea2818be548b1eff338ea50,2000,359940,359940,0,5142,0,0,0,5142,0,0,0,0,0,0,0,7,7,0,2557.2425,2557.2425,0,0,0.049523531699728,0.049523531699728,0.043854045118631,0.043854045118631,2bc6219638d312265f5c45e3ff80bf6b75c9c3992211780b96db52997872da32,4ec563d9052846a576f4b63d036ae938c0abf1f070abbeb86669c0d14f530503
mono-b360000-spearman-spearman,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,634650feba46fde2e05f79ec,4ea2818be548b1eff338ea50,2000,359940,359940,0,5142,0,0,0,5142,0,0,2000,2000,1,1,0,7,7,0,0,0,2558.4835,2558.4835,0.043788895371451,0.043788895371451,0.049585375340334,0.049585375340334,120c55e4f29e4d0105d6cc15c34f2d0b90e315f38cd4336b4554e662eda73d66,85091cae5368156b0a74e8a7747c886f729616b2a5a6eb62f002176b377207b9
mono-b12000-spearman-knight,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,37ac5d1a6b11bd111d215af5,52ca48d652f18f30db3ebf3f,2000,11970,11550,0,171,0,0,0,0,0,21,1554,1562,0.777,0.781,0.004,3.002,3,-0.0019999999999998,75.4865,75.3925,13.732,13.713,0.042640350877193,0.042549707602339,0.0505,0.050261904761905,b965633c898c10ac48cc0b945d886ca291a7c3df9f2bc8fbbd6924891bba8756,c319972bd18b507dc7f5b9ac2126acbef8df060df68f4fa4a14ab8d8005a98a8
mono-b12000-spearman-knight,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,37ac5d1a6b11bd111d215af5,52ca48d652f18f30db3ebf3f,2000,11970,11550,0,171,0,0,0,0,0,21,2000,2000,1,1,0,2,2,0,31.4585,31.4155,21,21,0.033719298245614,0.033789473684211,0.0505,0.0505,04d26513bee41f8de98ab49cd97c992b3a0017b0ad91dc428f6066f007ce270c,98d26f2bd87e9a771abdf1797283ba8b409dbad4eb8ca1f5427cc3b2015b79f0
mono-b360000-knight-knight,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,548ad3149b35bdd498f1e720,5e918d75e70b47e5a69982dd,2000,359700,359700,0,0,0,654,0,0,0,654,986,0,0.493,0,-0.493,1,2,1,327.812,654,327.23,654,0.050105504587156,0.050091743119266,0.049980122324159,0.049916666666667,87844e416d861f5c9ead6ab9b78dcfb00006427ddc351bd0388c1eabd412ea8d,6ed83ff5ff33422effdfee7f921f65adfddb799128d2c0d83a9d7098fc997fcb
mono-b360000-knight-knight,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,548ad3149b35bdd498f1e720,5e918d75e70b47e5a69982dd,2000,359700,359700,0,0,0,654,0,0,0,654,1003,2000,0.5015,1,0.4985,1,2,1,327.812,654,327.23,654,0.050105504587156,0.050091743119266,0.049980122324159,0.049916666666667,e137c8706ef5acd42c2d3113acb60f6a980b709cb9423e1758161e5fa6ce3ea3,2b93370609cc563ad55b2879869e97ee44f021e68c56dfd9b6f83adbea2cbc04
mono-b12000-soldier-soldier,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,fb6f2352b28b313d79cdc77b,6056a56cf42c4dd04d490133,2000,12000,12000,1200,0,0,0,1200,0,0,0,961,961,0.4805,0.4805,0,20,20,0,159.737,159.737,159.5675,159.5675,0.0394925,0.0394925,0.039681666666667,0.039681666666667,6d407622c60b016795f97c89a6a5574696df9124c61c66dd231ce4e7c7aa2393,de152f6e209b2e290452d667e8ee9070cb1ffd4db10b3d8a60ea06411fcd43c2
mono-b12000-soldier-soldier,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,fb6f2352b28b313d79cdc77b,6056a56cf42c4dd04d490133,2000,12000,12000,1200,0,0,0,1200,0,0,0,1005,1005,0.5025,0.5025,0,20,20,0,159.737,159.737,159.5675,159.5675,0.039685416666667,0.039685416666667,0.039483333333333,0.039483333333333,5b40b5d08240a3cb41ac0662b746bf7848264fd5d59a18b9cccd174e1c8a970f,7873dafd04228ddf12836ee1090c48816f6b5057b09629bfaeb85a28af48c0cc
mono-b12000-knight-knight,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,756c9af6c88c309d75372f93,630a1d3b9810e697a5534072,2000,11550,11550,0,0,0,21,0,0,0,21,871,0,0.4355,0,-0.4355,1.0655,2,0.9345,11.595,21,11.589,21,0.049071428571429,0.05052380952381,0.050714285714286,0.0505,1178f1206facb99d474deb6896610eb381b51065a110d670b64abf6c01184760,380b1088e02428db98aee6feea179fb9d962863c4d26ba67e7a69d53e9b9c0ab
mono-b12000-knight-knight,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,756c9af6c88c309d75372f93,630a1d3b9810e697a5534072,2000,11550,11550,0,0,0,21,0,0,0,21,1131,2000,0.5655,1,0.4345,1.0655,2,0.9345,11.595,21,11.589,21,0.049071428571429,0.05052380952381,0.050714285714286,0.0505,db8d3921ad4c7ffbcfdfcbf53d72da2e8c438f83b03f5de5e5b8aab344978ab5,f32fe799ce6bbb36be0fa7906abff29c2dd0f2cf320a57b74aa57b57da2c1ae6
mono-b360000-soldier-archer,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,9802772d7860e32c1eb45bbc,63f11dd379b75a77dbed3f0b,2000,360000,359940,36000,0,0,0,0,0,5142,0,0,0,0,0,0,8,8,0,13585.641,13585.641,847.792,847.792,0.039586,0.039586,0.049883605600933,0.049883605600933,3d79ed5983c89d0022c51a128734a7b36a8941c07b48f432dd6f260a0059cec7,572f73689d62bd39a301414516c348b9167167ec746308946b8edfd15c81151d
mono-b360000-soldier-archer,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,9802772d7860e32c1eb45bbc,63f11dd379b75a77dbed3f0b,2000,360000,359940,36000,0,0,0,0,0,5142,0,0,0,0,0,0,5,5,0,15743.9995,15743.9995,0,0,0.036148791666667,0.036148791666667,0.046806009334889,0.046806009334889,b539cabaf72f26f266d867628052db7ffc7cfa333da902e943ce8bd34a752c17,4172ace29998fe06b0cd5b79f7af5c7abd84062755580a39db7282735e80dfb1
mono-b120000-archer-knight,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,d57e878bd7d93557ed0eafe5,6a107077fb08e06260a83a59,2000,119980,119900,0,0,1714,0,0,0,0,218,0,0,0,0,0,1,1,0,762.9905,762.9905,0,0,0.022257001166861,0.022257001166861,0.050036697247706,0.050036697247706,4597ad24b5a2e47b6a7dce9496a9b6f4b1f246dce33a40845b0982a200fb8806,ea929c7fa33b780470c92389ebef0e62abdfcb82670820639601be4741681c86
mono-b120000-archer-knight,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,d57e878bd7d93557ed0eafe5,6a107077fb08e06260a83a59,2000,119980,119900,0,0,1714,0,0,0,0,218,0,0,0,0,0,1,1,0,762.9905,762.9905,0,0,0.022257001166861,0.022257001166861,0.050036697247706,0.050036697247706,7c1e87a0769464bd834f5d84f3fd33eaf9071aabdb90673a4cec8f5b7383d2cf,c52c71285934dd812d6439a4789d759b9ccd5d2edac42e769b304349f82e1ef7
mono-b120000-soldier-knight,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,6b6e99381358a325560d60d8,6cd88e853e9e76ee005a8c7e,2000,120000,119900,12000,0,0,0,0,0,0,218,0,0,0,0,0,6,6,0,4578.001,4578.001,0.805,0.805,0.019100375,0.019100375,0.050082568807339,0.050082568807339,f5eaa97da71df5298d7c5b30554bec43da7311247b6bf61d3299b38dd99ce886,c5f8ede7b4c1cfab55912f128f494acd0698832ce21de948c85d4db47f64761f
mono-b120000-soldier-knight,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,6b6e99381358a325560d60d8,6cd88e853e9e76ee005a8c7e,2000,120000,119900,12000,0,0,0,0,0,0,218,0,0,0,0,0,6,6,0,4578.001,4578.001,0.805,0.805,0.019100375,0.019100375,0.050082568807339,0.050082568807339,6a49a491a5ff72a4b8db0cc1fcd37742813f1f1a76d4b11bb02af21e20d1e1ce,8542dad5c3e1e74f3e6e22a38a7c039e984885690bde5c091b2043088f7c5e7b
mono-b360000-spearman-knight,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,c74521cdf2ea33fab967be56,75826f82a6713881a61d2b3f,2000,359940,359700,0,5142,0,0,0,0,0,654,366,352,0.183,0.176,-0.007,3,3,0,2428.6265,2428.6395,264.8825,264.859,0.043178626993388,0.043192921042396,0.050066513761468,0.050158256880734,7d7abac10e512ec2c70d5d25a59d0d144ba2b19ce4372cc4f09baf310123eafb,d8e651865828501e69d4d47040b08be1448d3321943f71fb1d0bda02cad3252f
mono-b360000-spearman-knight,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,c74521cdf2ea33fab967be56,75826f82a6713881a61d2b3f,2000,359940,359700,0,5142,0,0,0,0,0,654,2000,2000,1,1,0,2,2,0,1018.6605,1018.272,654,654,0.034626507195644,0.034623784519642,0.049916666666667,0.049916666666667,75facca78d59da8acebf5520dc1aec84674008dca00e85ffe5137a6371d683bd,91c5ced21e6369c42fa94d9fb7669a5c4a3272e87dc5c5aebf3890334a3dbd62
mono-b120000-knight-knight,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,9d120abae119d9be63a895bd,80443762fcd874f517cacc91,2000,119900,119900,0,0,0,218,0,0,0,218,963,0,0.4815,0,-0.4815,1,2,1,109.398,218,108.7785,218,0.050071100917431,0.050334862385321,0.049965596330275,0.049598623853211,9858c7ffa1a6a847079e50482789f9a042cfeb281ada503d2c73d74b65c9d985,d802291e1c8795d099f25c25c37fa34fad3e8e16a4269fd40c410376b2fb768d
mono-b120000-knight-knight,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,9d120abae119d9be63a895bd,80443762fcd874f517cacc91,2000,119900,119900,0,0,0,218,0,0,0,218,1004,2000,0.502,1,0.498,1,2,1,109.398,218,108.7785,218,0.050071100917431,0.050334862385321,0.049965596330275,0.049598623853211,151989b8d1b1c0ca759fab7eaf3b152abc03724944a1ef9ad70118e7a90322e4,dd7efca6a81d6becc2ea87fdfbcaa125e62929102f5d487780dbfd862a09185c
mono-b12000-soldier-spearman,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,f822d4aff4a7641ffc78118c,a21a2d13b521a14e3a57c6d4,2000,12000,11970,1200,0,0,0,0,171,0,0,0,0,0,0,0,13.038,13.038,0,447.59,447.59,0.0385,0.0385,0.032676666666667,0.032676666666667,0.04977485380117,0.04977485380117,2a1d1503a117713d05836a468b6a0d0d39d7d08702d9ca68ffe56c89d6f08704,7b740fc0b2afeac3bc420dfe88fa01e18a5cb17e2681b6b1df5879c9e0bae162
mono-b12000-soldier-spearman,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,f822d4aff4a7641ffc78118c,a21a2d13b521a14e3a57c6d4,2000,12000,11970,1200,0,0,0,0,171,0,0,1009,1009,0.5045,0.5045,0,19.9985,19.9985,0,328.353,328.353,47.3695,47.3695,0.039314166666667,0.039314166666667,0.050271929824561,0.050271929824561,cdd056f355bfd3009ca6798847f425d092b2fa95fee94cbb9f1b9d30918fd936,83ca2ac3f624f416d4ed0eafa4a930d9d3190226afc38c9ce59542f47a6a2e4c
mono-b360000-soldier-knight,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,cb7b28b15b36471aafbe16d8,a4ff9074b080c6e863704e4f,2000,360000,359700,36000,0,0,0,0,0,0,654,0,0,0,0,0,6,6,0,13734.0145,13734.0145,0.881,0.881,0.019087388888889,0.019087388888889,0.050131498470948,0.050131498470948,4970d1f6b5265fad201517f3825ff40d79aa8b20306bc545f88c8e11a313708e,83d2463e764b5ae7d7a2793460cf6d6b38585d7c27a16c4c7c2add46023062be
mono-b360000-soldier-knight,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,cb7b28b15b36471aafbe16d8,a4ff9074b080c6e863704e4f,2000,360000,359700,36000,0,0,0,0,0,0,654,0,0,0,0,0,6,6,0,13734.0145,13734.0145,0.881,0.881,0.019087388888889,0.019087388888889,0.050131498470948,0.050131498470948,0243eeadabcc14bc5e95fa1b391f9a0fbfc6c55db116c0e75d961227e7785c42,e040e1457efc2fc6a634e152cb515629602fe62802d1281cbfa1ed241483ba82
mono-b12000-soldier-knight,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,888c243346a2fc2822e1a949,b7f267960abf5526e1f7157c,2000,12000,11550,1200,0,0,0,0,0,0,21,204,204,0.102,0.102,0,6.037,6.037,0,442.797,442.797,2.8075,2.8075,0.018445,0.018445,0.051547619047619,0.051547619047619,9ca322cb96477f8f2d6b2e7673307285a8c1ac1a2124cfb6ddfbf09efb0d4075,98c7ea0c5505c512846854642437849d5d709f24242c123f6e7dd78611b5af84
mono-b12000-soldier-knight,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,888c243346a2fc2822e1a949,b7f267960abf5526e1f7157c,2000,12000,11550,1200,0,0,0,0,0,0,21,204,204,0.102,0.102,0,6.037,6.037,0,442.797,442.797,2.8075,2.8075,0.018445,0.018445,0.051547619047619,0.051547619047619,0ef488184d72f1f098ab6566fb80c72140d7078400dd1a9587141fe8b34a13ec,7c849e83061db11704e89662bff936532c11e82680ee0d2d8487916afe37e04e
mono-b12000-spearman-spearman,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,bbcd553bc7a16c61d281ba73,c0e3e01a50b4040dd22d8080,2000,11970,11970,0,171,0,0,0,171,0,0,0,0,0,0,0,6.9895,6.9895,0,84.766,84.766,0.0005,0.0005,0.049862573099415,0.049862573099415,0.043921052631579,0.043921052631579,85f859f840726422ec7d710e5557c9d3b6715fd7fc74bfe34607d4d92c94e777,a21b385cf3ba8f05df802722a627fccdffc1042fa6417c32209974bcd21e3676
mono-b12000-spearman-spearman,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,bbcd553bc7a16c61d281ba73,c0e3e01a50b4040dd22d8080,2000,11970,11970,0,171,0,0,0,171,0,0,2000,2000,1,1,0,6.994,6.994,0,0.0005,0.0005,85.124,85.124,0.04390350877193,0.04390350877193,0.049608187134503,0.049608187134503,03908c0fa4ced8ca60a7e0fb3a0f39260e015950626c7db85dad0402f2d3619e,953bd125373b23cb382c1f6fb2b4e50df5b65ed65a936948d1292f353865f25f
mono-b360000-archer-knight,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,2a7e9b14ebf8dc6314c7cd99,cc4b1026d879b29deba6e92d,2000,359940,359700,0,0,5142,0,0,0,0,654,0,0,0,0,0,1,1,0,2289.009,2289.009,0,0,0.022297257876313,0.022297257876313,0.050082568807339,0.050082568807339,092ff6440ba52367b900849f38396771039917fdafcad50e5a9b3669a0a1a448,cb4c6508cbde3decf8e2f14be79898149f237ac18940929815e30a1a9ea72335
mono-b360000-archer-knight,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,2a7e9b14ebf8dc6314c7cd99,cc4b1026d879b29deba6e92d,2000,359940,359700,0,0,5142,0,0,0,0,654,0,0,0,0,0,1,1,0,2289.009,2289.009,0,0,0.022297257876313,0.022297257876313,0.050082568807339,0.050082568807339,40e5890746cdbe0ba659fc1854a9e8c3218947407cf39f571ec0b4f63dfcca5c,869dab4bd6fec6a616f98e89aa6496165da18c8d989e0bc6f73333a00dad330c
mono-b120000-spearman-knight,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,de02d3c5b8eaac1ec1619ae7,d969f68fb89cc127987cc44b,2000,119980,119900,0,1714,0,0,0,0,0,218,620,618,0.31,0.309,-0.001,3,3,0,809.241,809.1505,89.1425,89.143,0.043211493582264,0.043227829638273,0.049733944954128,0.049660550458716,ac0328d7e848fe34c754caa6b9c4b0ed2030d2e4d6fcccd1ed330988caf253df,40104d239d8afd38d4f48bc797a137d593712b0b1f7618dc9444c3c31295ad7d
mono-b120000-spearman-knight,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,de02d3c5b8eaac1ec1619ae7,d969f68fb89cc127987cc44b,2000,119980,119900,0,1714,0,0,0,0,0,218,2000,2000,1,1,0,2,2,0,339.2895,339.063,218,218,0.03468698949825,0.034704492415403,0.049598623853211,0.049598623853211,cdf02ca8a3da35cbdb52ea241c610d7fdc069d44ffd601725625d6de3e1c67e1,317f40b5a2e89cb3c76bc105ba77b647f42e1285dd308afaa8336089d2a04c5d
mono-b360000-archer-archer,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,c2e29032f857ef1e13a7572f,e30e594e38f810b71c42cab8,2000,359940,359940,0,0,5142,0,0,0,5142,0,2000,2000,1,1,0,2,2,0,0,0,2891.326,2891.326,0.050010987942435,0.050010987942435,0.050044437961883,0.050044437961883,ee9e20890d11662504f7fe1e38034c18b966e01cd6c9e5396948c62e4ef00edc,4ca47e2767b0a5612d3f85bdacc512c7938b28d784d46052fa9ad613c465c362
mono-b360000-archer-archer,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,c2e29032f857ef1e13a7572f,e30e594e38f810b71c42cab8,2000,359940,359940,0,0,5142,0,0,0,5142,0,0,0,0,0,0,2,2,0,2891.325,2891.325,0,0,0.050032866588876,0.050032866588876,0.05005455075846,0.05005455075846,6716753b8e8b76b4a64e3b17a97ed8046605bed1f7d8159437110a4c2a02ffa9,88577dda1c678fb01390affa466a0dc4fb6d560a539303a6e97a0029ca09c672
mono-b360000-spearman-archer,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,2e59189e632a58366296928a,f7e600b8bcef6e0233ff00a8,2000,359940,359940,0,5142,0,0,0,0,5142,0,0,0,0,0,0,7,7,0,3349.5485,3349.5485,2371.3945,2371.3945,0.050049397121743,0.050049397121743,0.049997082847141,0.049997082847141,d008a6c4cea3edb58d3e49bd4fe6a9dc06177f8442e6495e138e98d884af187e,44710944a7e9d00dfa5a5fd160210e57928d014bf418275dd296a3b3b39838cb
mono-b360000-spearman-archer,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,2e59189e632a58366296928a,f7e600b8bcef6e0233ff00a8,2000,359940,359940,0,5142,0,0,0,0,5142,0,2000,2000,1,1,0,4,4,0,0,0,2810.717,2810.717,0.050006417736289,0.050006417736289,0.049295702061455,0.049295702061455,bcbc877f0cf8b1db3ca6328cc8d75854e56dc0b5735561ddaff5ce14c2a229f6,818c8ccdd94df9aa7e4d58960ea261282648d4afa81e4eb7aee06b2f58387eb1
mono-b12000-archer-knight,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,24330e2350e98778d4491ee1,fc5dac1dd5d7a2bdcc7ba777,2000,11970,11550,0,0,171,0,0,0,0,21,6,6,0.003,0.003,0,1.003,1.003,0,73.7485,73.7485,0.063,0.063,0.021663742690058,0.021663742690058,0.051,0.051,35be79c5c128b6e4343bfeefa1db2f2aeb0a0150c17aa99303e7622a603c351b,57f7ec6623f729e3cb829449cbf5938ac8f63d2261cbd1f1d15b6fd880104656
mono-b12000-archer-knight,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,24330e2350e98778d4491ee1,fc5dac1dd5d7a2bdcc7ba777,2000,11970,11550,0,0,171,0,0,0,0,21,2,2,0.001,0.001,0,1.003,1.003,0,73.7485,73.7485,0.041,0.041,0.021663742690058,0.021663742690058,0.05102380952381,0.05102380952381,49d4b23c42e173b1bcdc7cd48f22932e3a82504dd30129431f21b83876d94cb2,194edf050b1d1cdbd6385e88356472c5671c452795613be35cc492faee3ce04d
mono-b120000-archer-archer,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,c0d6109c05e457458b0bda00,fcdc6be40d2148cafd4beb64,2000,119980,119980,0,0,1714,0,0,0,1714,0,2000,2000,1,1,0,2,2,0,0,0,963.358,963.358,0.050003208868145,0.050003208868145,0.050086931155193,0.050086931155193,6b4a529fbc125b23882833e0aed634bec1b5f0b2174c3e7ece269e3168b0f82f,233b759713dea6db0cc49e8f5218089f5a54ae54e22c9143c6894d152d45adfa
mono-b120000-archer-archer,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,c0d6109c05e457458b0bda00,fcdc6be40d2148cafd4beb64,2000,119980,119980,0,0,1714,0,0,0,1714,0,0,0,0,0,0,2,2,0,963.591,963.591,0,0,0.050052508751459,0.050052508751459,0.050048424737456,0.050048424737456,7e4672019367fb02f1f4413e94829b3f5c23d2fa9d1ba5802105a04a62fdf6a1,2f94ab5ccc1eed81199262709c4b9bc5aa29ed6a929d781727250c215a2bf905
mono-b12000-spearman-archer,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,77059b09796261ce58324267,fe04869d1b6081cd4439e4ae,2000,11970,11970,0,171,0,0,0,0,171,0,197,197,0.0985,0.0985,0,6.973,6.973,0,110.3685,110.3685,78.1895,78.1895,0.050269005847953,0.050269005847953,0.049877192982456,0.049877192982456,4227f054b87e527b1d1b0274ed1998e330c5df10704580221a9b575b4a8798c6,045cc2b899b4960b64cd390c5bfd21c9e34e11768374d005504f1952d8d6b977
mono-b12000-spearman-archer,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,77059b09796261ce58324267,fe04869d1b6081cd4439e4ae,2000,11970,11970,0,171,0,0,0,0,171,0,2000,2000,1,1,0,3.999,3.999,0,0.059,0.059,93.5465,93.5465,0.049997076023392,0.049997076023392,0.049324561403509,0.049324561403509,ed29d7971438fc1a049999694ca61a2424e52dc6124815c6cadb6b6c1daaffd8,a12dad264ba77fd9125227b0c16a7424c3ca2c810e5530ef79345e1cd2e9e533
mono-b120000-spearman-spearman,A-B,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,736dc0caf9128d35c68047d9,ff552fdf684336e0a47933b0,2000,119980,119980,0,1714,0,0,0,1714,0,0,0,0,0,0,0,7,7,0,852.6135,852.6135,0,0,0.04956796966161,0.04956796966161,0.043772753792299,0.043772753792299,58cd7ae8deb38800a7970576196ee8f591af45338dcec1590dcfba297fa69701,6e8321780c13ab9702236a7ec293ba57f780c2462110422c98f3c419f2119396
mono-b120000-spearman-spearman,B-A,rain,vps/M-weather-preset-neutral,vps/M-weather-preset-rain,736dc0caf9128d35c68047d9,ff552fdf684336e0a47933b0,2000,119980,119980,0,1714,0,0,0,1714,0,0,2000,2000,1,1,0,7,7,0,0,0,853.05,853.05,0.043873978996499,0.043873978996499,0.049586056009335,0.049586056009335,71c1edf0b3076609f0d5f6632549a6592128c1a272b42a58354f9fb187b4a370,13a4490ef87e1318df727dfd16212beae78dcd590325afa6a08f915f6d57da62
mono-b12000-spearman-spearman,A-B,snow,vps/M-weather-preset-neutral,vps/M-weather-preset-snow,bbcd553bc7a16c61d281ba73,01b91e75c1d37ce45b111d54,2000,11970,11970,0,171,0,0,0,171,0,0,0,0,0,0,0,6.9895,6.9895,0,84.766,84.766,0.0005,0.0005,0.049862573099415,0.049862573099415,0.043921052631579,0.043921052631579,85f859f840726422ec7d710e5557c9d3b6715fd7fc74bfe34607d4d92c94e777,bed776bf1dab01ee7ac5c22b576776df97d105da5c1c18c5da7228166a04874b
mono-b12000-spearman-spearman,B-A,snow,vps/M-weather-preset-neutral,vps/M-weather-preset-snow,bbcd553bc7a16c61d281ba73,01b91e75c1d37ce45b111d54,2000,11970,11970,0,171,0,0,0,171,0,0,2000,2000,1,1,0,6.994,6.994,0,0.0005,0.0005,85.124,85.124,0.04390350877193,0.04390350877193,0.049608187134503,0.049608187134503,03908c0fa4ced8ca60a7e0fb3a0f39260e015950626c7db85dad0402f2d3619e,d78e3030acab437ffbb562918c82a97cea1777b218953c4528bd7c3f62e2d516
mono-b360000-archer-archer,A-B,snow,vps/M-weather-preset-neutral,vps/M-weather-preset-snow,c2e29032f857ef1e13a7572f,05747be4ba7f9ae3929ddcf8,2000,359940,359940,0,0,5142,0,0,0,5142,0,2000,2000,1,1,0,2,2,0,0,0,2891.326,2891.326,0.050010987942435,0.050010987942435,0.050044437961883,0.050044437961883,ee9e20890d11662504f7fe1e38034c18b966e01cd6c9e5396948c62e4ef00edc,a07878e7bf4e1e5562515e298911782ea21f837d796a9525fdd2943931a3f23a
mono-b360000-archer-archer,B-A,snow,vps/M-weather-preset-neutral,vps/M-weather-preset-snow,c2e29032f857ef1e13a7572f,05747be4ba7f9ae3929ddcf8,2000,359940,359940,0,0,5142,0,0,0,5142,0,0,0,0,0,0,2,2,0,2891.325,2891.325,0,0,0.050032866588876,0.050032866588876,0.05005455075846,0.05005455075846,6716753b8e8b76b4a64e3b17a97ed8046605bed1f7d8159437110a4c2a02ffa9,0543bb800929bbf0d9cdabb9b461e92979d492e0c94a617bbc110da348374991
